1,2018/10/26 11:39:01.8,90,11,1,
2,2018/10/26 11:39:01.9,90,10,1,
3,2018/10/26 11:39:02.0,92,11,1,
4,2018/10/26 11:39:02.1,92,10,1,
5,2018/10/26 11:39:02.2,91,10,1,No data
6,2018/10/26 11:39:02.3,90,7,1,
7,2018/10/26 11:39:02.4,90,3,1,
8,2018/10/26 11:39:02.5,91,0,1,
9,2018/10/26 11:39:02.6,91,1,1,
10,2018/10/26 11:39:02.7,90,2,1,No data
11,2018/10/26 11:39:02.8,89,1,1,
12,2018/10/26 11:39:02.9,90,2,1,
13,2018/10/26 11:39:03.0,91,2,1,
14,2018/10/26 11:39:03.1,91,6,1,
15,2018/10/26 11:39:03.2,90,11,1,No data
16,2018/10/26 11:39:03.3,89,9,1,
17,2018/10/26 11:39:03.4,90,9,1,
18,2018/10/26 11:39:03.5,90,11,1,
19,2018/10/26 11:39:03.6,90,12,1,
20,2018/10/26 11:39:03.7,89,9,1,No data
21,2018/10/26 11:39:03.8,89,6,1,
22,2018/10/26 11:39:03.9,91,6,1,
23,2018/10/26 11:39:04.0,92,4,1,
24,2018/10/26 11:39:04.1,91,1,1,
25,2018/10/26 11:39:04.2,90,0,1,No data
26,2018/10/26 11:39:04.3,90,3,1,
27,2018/10/26 11:39:04.4,91,2,1,
28,2018/10/26 11:39:04.5,92,2,1,
29,2018/10/26 11:39:04.6,92,3,1,
30,2018/10/26 11:39:04.7,91,4,1,No data
31,2018/10/26 11:39:04.8,90,4,1,
32,2018/10/26 11:39:04.9,91,6,1,
33,2018/10/26 11:39:05.0,93,8,1,
34,2018/10/26 11:39:05.1,92,5,1,
35,2018/10/26 11:39:05.2,91,0,1,No data
36,2018/10/26 11:39:05.3,89,0,1,
37,2018/10/26 11:39:05.4,89,1,1,
38,2018/10/26 11:39:05.5,91,3,1,
39,2018/10/26 11:39:05.6,91,5,1,
40,2018/10/26 11:39:05.7,91,5,1,No data
41,2018/10/26 11:39:05.8,90,6,1,
42,2018/10/26 11:39:05.9,91,8,1,
43,2018/10/26 11:39:06.0,92,11,1,
44,2018/10/26 11:39:06.1,91,15,1,
45,2018/10/26 11:39:06.2,90,13,1,No data
46,2018/10/26 11:39:06.3,90,11,1,
47,2018/10/26 11:39:06.4,91,6,1,
48,2018/10/26 11:39:06.5,92,6,1,
49,2018/10/26 11:39:06.6,92,4,1,
50,2018/10/26 11:39:06.7,90,7,1,No data
51,2018/10/26 11:39:06.8,89,4,1,
52,2018/10/26 11:39:06.9,90,4,1,
53,2018/10/26 11:39:07.0,90,5,1,
54,2018/10/26 11:39:07.1,91,4,1,
55,2018/10/26 11:39:07.2,89,10,1,No data
56,2018/10/26 11:39:07.3,89,15,1,
57,2018/10/26 11:39:07.4,89,19,1,
58,2018/10/26 11:39:07.5,91,14,1,
59,2018/10/26 11:39:07.6,91,10,1,
60,2018/10/26 11:39:07.7,91,10,1,No data
61,2018/10/26 11:39:07.8,107,8,1,
62,2018/10/26 11:39:07.9,213,5,1,
63,2018/10/26 11:39:08.0,377,1,1,
64,2018/10/26 11:39:08.1,530,3,1,
65,2018/10/26 11:39:08.2,575,3,1,No data
66,2018/10/26 11:39:08.3,533,1,1,
67,2018/10/26 11:39:08.4,477,4,1,
68,2018/10/26 11:39:08.5,436,12,1,
69,2018/10/26 11:39:08.6,420,23,1,
70,2018/10/26 11:39:08.7,413,29,1,No data
71,2018/10/26 11:39:08.8,408,37,1,
72,2018/10/26 11:39:08.9,406,43,1,
73,2018/10/26 11:39:09.0,406,51,1,
74,2018/10/26 11:39:09.1,406,54,1,
75,2018/10/26 11:39:09.2,406,59,1,No data
76,2018/10/26 11:39:09.3,406,60,1,
77,2018/10/26 11:39:09.4,408,61,1,
78,2018/10/26 11:39:09.5,410,61,1,
79,2018/10/26 11:39:09.6,411,62,1,
80,2018/10/26 11:39:09.7,409,63,1,No data
81,2018/10/26 11:39:09.8,409,64,1,
82,2018/10/26 11:39:09.9,410,64,1,
83,2018/10/26 11:39:10.0,411,66,1,
84,2018/10/26 11:39:10.1,410,69,1,
85,2018/10/26 11:39:10.2,409,70,1,No data
86,2018/10/26 11:39:10.3,408,71,1,
87,2018/10/26 11:39:10.4,410,68,1,
88,2018/10/26 11:39:10.5,411,66,1,
89,2018/10/26 11:39:10.6,410,65,1,
90,2018/10/26 11:39:10.7,405,56,1,No data
91,2018/10/26 11:39:10.8,357,41,1,
92,2018/10/26 11:39:10.9,312,20,1,
93,2018/10/26 11:39:11.0,269,10,1,
94,2018/10/26 11:39:11.1,267,4,1,
95,2018/10/26 11:39:11.2,265,1,1,No data
96,2018/10/26 11:39:11.3,266,1,1,
97,2018/10/26 11:39:11.4,273,3,1,
98,2018/10/26 11:39:11.5,288,2,1,
99,2018/10/26 11:39:11.6,312,0,1,
100,2018/10/26 11:39:11.7,345,1,1,No data
101,2018/10/26 11:39:11.8,388,0,1,
102,2018/10/26 11:39:11.9,429,1,1,
103,2018/10/26 11:39:12.0,463,0,1,
104,2018/10/26 11:39:12.1,478,2,1,
105,2018/10/26 11:39:12.2,485,1,1,No data
106,2018/10/26 11:39:12.3,488,5,1,
107,2018/10/26 11:39:12.4,490,9,1,
108,2018/10/26 11:39:12.5,491,9,1,
109,2018/10/26 11:39:12.6,489,9,1,
110,2018/10/26 11:39:12.7,486,12,1,No data
111,2018/10/26 11:39:12.8,485,12,1,
112,2018/10/26 11:39:12.9,487,10,1,
113,2018/10/26 11:39:13.0,489,9,1,
114,2018/10/26 11:39:13.1,473,7,1,
115,2018/10/26 11:39:13.2,411,7,1,No data
116,2018/10/26 11:39:13.3,327,5,1,
117,2018/10/26 11:39:13.4,258,3,1,
118,2018/10/26 11:39:13.5,258,1,1,
119,2018/10/26 11:39:13.6,286,1,1,
120,2018/10/26 11:39:13.7,335,1,1,No data
121,2018/10/26 11:39:13.8,369,0,1,
122,2018/10/26 11:39:13.9,396,4,1,
123,2018/10/26 11:39:14.0,407,3,1,
124,2018/10/26 11:39:14.1,409,4,1,
125,2018/10/26 11:39:14.2,411,1,1,No data
126,2018/10/26 11:39:14.3,410,2,1,
127,2018/10/26 11:39:14.4,411,2,1,
128,2018/10/26 11:39:14.5,413,1,1,
129,2018/10/26 11:39:14.6,412,3,1,
130,2018/10/26 11:39:14.7,409,5,1,No data
131,2018/10/26 11:39:14.8,408,4,1,
132,2018/10/26 11:39:14.9,395,2,1,
133,2018/10/26 11:39:15.0,343,0,1,
134,2018/10/26 11:39:15.1,273,0,1,
135,2018/10/26 11:39:15.2,231,2,1,No data
136,2018/10/26 11:39:15.3,215,1,1,
137,2018/10/26 11:39:15.4,211,3,1,
138,2018/10/26 11:39:15.5,195,2,1,
139,2018/10/26 11:39:15.6,184,0,1,
140,2018/10/26 11:39:15.7,178,4,1,No data
141,2018/10/26 11:39:15.8,170,8,1,
142,2018/10/26 11:39:15.9,168,10,1,
143,2018/10/26 11:39:16.0,168,9,1,
144,2018/10/26 11:39:16.1,165,4,1,
145,2018/10/26 11:39:16.2,164,2,1,No data
146,2018/10/26 11:39:16.3,164,6,1,
147,2018/10/26 11:39:16.4,165,9,1,
148,2018/10/26 11:39:16.5,167,10,1,
149,2018/10/26 11:39:16.6,165,6,1,
150,2018/10/26 11:39:16.7,163,4,1,No data
151,2018/10/26 11:39:16.8,203,2,1,
152,2018/10/26 11:39:16.9,263,1,1,
153,2018/10/26 11:39:17.0,324,2,1,
154,2018/10/26 11:39:17.1,333,2,1,
155,2018/10/26 11:39:17.2,291,1,1,No data
156,2018/10/26 11:39:17.3,232,3,1,
157,2018/10/26 11:39:17.4,175,4,1,
158,2018/10/26 11:39:17.5,145,7,1,
159,2018/10/26 11:39:17.6,129,9,1,
160,2018/10/26 11:39:17.7,120,12,1,No data
161,2018/10/26 11:39:17.8,117,12,1,
162,2018/10/26 11:39:17.9,117,13,1,
163,2018/10/26 11:39:18.0,116,15,1,
164,2018/10/26 11:39:18.1,115,13,1,
165,2018/10/26 11:39:18.2,114,13,1,No data
166,2018/10/26 11:39:18.3,114,13,1,
167,2018/10/26 11:39:18.4,115,18,1,
168,2018/10/26 11:39:18.5,117,18,1,
169,2018/10/26 11:39:18.6,115,13,1,
170,2018/10/26 11:39:18.7,114,8,1,No data
171,2018/10/26 11:39:18.8,113,4,1,
172,2018/10/26 11:39:18.9,112,2,1,
173,2018/10/26 11:39:19.0,110,0,1,
174,2018/10/26 11:39:19.1,103,4,1,
175,2018/10/26 11:39:19.2,97,5,1,No data
176,2018/10/26 11:39:19.3,92,10,1,
177,2018/10/26 11:39:19.4,92,6,1,
178,2018/10/26 11:39:19.5,92,8,1,
179,2018/10/26 11:39:19.6,91,8,1,
180,2018/10/26 11:39:19.7,90,11,1,No data
