,0
0,0.0025743917002954224
1,0.0025743917002954224
2,0.0025743917002954224
3,0.0025743917002954224
4,0.0025743917002954224
5,0.0025743917002954224
6,0.0025743917002954224
7,0.0025743917002954224
8,0.0025743917002954224
9,0.0025743917002954224
10,1.618716482143069
11,3.013460528261298
12,0.3028259026716433
13,4.310463001308546
14,4.133464172776717
15,3.5527747670550425
16,2.6544225878572054
17,4.315221042197719
18,3.571577256016094
19,0.6783987231892934
20,13.030902866779334
21,12.371714861454802
22,6.764458488672034
23,7.813449319063653
24,9.46741785281825
25,20.199605167757262
26,13.173013242829832
27,9.820774822430632
28,25.689222499647666
29,5.356059163170308
30,20.288487142830334
31,11.578877021273414
32,11.465328920628355
33,12.508601577905504
34,3.6604331025898156
35,2.3601665537262134e-06
36,13.168612312932495
37,16.65584515875749
38,16.12035248369898
39,3.1175872767717294
40,22.500433953150523
41,18.063103604441018
42,45.163260842383345
43,99.51110041773286
44,45.94093732643143
45,18.56619975415964
46,4.2511126993422765e-07
47,10.236025123991537
48,4.1928675618357
49,4.188688693512195e-06
50,18.49576354212869
51,23.080703604404686
52,46.64189802123451
53,123.39837717863385
54,87.41655819480525
55,2.7167828846152196
56,13.149845661617201
57,2.85900208126778
58,1.180767946988342e-06
59,8.500467286992185e-07
60,15.755357230966297
61,42.32630164407184
62,64.11998410636431
63,69.41957604909092
64,32.041334653033104
65,90.52818957551409
66,35.27094642384606
67,3.29174280864051
68,3.7528919879987086e-07
69,8.225370728863995e-07
70,28.95576084536908
71,27.02870053030738
72,49.09016800832946
73,15.290108111635215
74,20.19603309047187
75,109.30042413822189
76,45.7813862114181
77,1.1057563828890915e-06
78,3.404956130684772e-07
79,7.618653393715882e-06
80,26.782636553716394
81,23.996785503886596
82,12.78698097721613
83,10.635908305675473
84,26.1355728865522
85,88.71541080810981
86,60.26769612458131
87,4.191870869390518e-07
88,3.4238976630702306e-07
89,1.1619625232687156e-06
90,17.919459566122327
91,32.63289047396611
