,0,1,,ç∑,ìÒèÊ,ìÒèÊòa,MSE,RMSE
288,-26.47761807,0.002574392,,,,,,
289,8.247454486,0.002574392,,,,,,
290,35.53842596,0.002574392,,,,,,
291,-7.227487935,0.002574392,,,,,,
292,-21.65159149,0.002574392,,,,,,
293,-22.57530996,0.002574392,,,,,,
294,69.0488256,0.002574392,,,,,,
295,65.03704678,0.002574392,,,,,,
296,37.77430707,0.002574392,,,,,,
297,0.089460644,0.002574392,,,,,,
298,26.95942698,0.002574392,,,,,,
299,9.855639196,0.002574392,,,,,,
300,11.82932665,0.002574392,,,,,,
301,2.974219656,0.002574392,,,,,,
302,-12.76833621,0.002574392,,,,,,
303,-42.20893304,0.002574392,,,,,,
304,71.1122465,0.002574392,,,,,,
305,91.42468404,0.002574392,,,,,,
306,44.33959707,0.002574392,,,,,,
307,16.15301593,0.002574392,,,,,,
308,22.72370641,0.002574392,,,,,,
309,22.37395963,0.002574392,,,,,,
310,16.47373582,0.002574392,,,,,,
311,16.71164681,0.002574392,,,,,,
312,14.26607794,0.002574392,,,,,,
313,10.60111646,0.002574392,,,,,,
314,48.10209751,0.002574392,,,,,,
315,97.79635658,0.002574392,,,,,,
316,44.91620351,0.002574392,,,,,,
317,-3.923099397,0.002574392,,,,,,
318,6.438792364,0.002574392,,,,,,
319,34.58040342,0.002574392,,,,,,
320,33.16394779,0.002574392,,,,,,
321,7.17269023,0.002574392,,,,,,
322,44.400085,0.002574392,,,,,,
323,61.72360972,0.002574392,,,,,,
324,74.65182356,0.002574392,,,,,,
325,57.26546544,0.002574392,,,,,,
326,101.2604116,0.002574392,,,,,,
327,93.73584443,0.002574392,,,,,,
328,44.14395174,0.002574392,,,,,,
329,57.00559961,0.002574392,,,,,,
330,36.53353523,0.002574392,,,,,,
331,6.99411639,0.002574392,,,,,,
332,-4.333265777,0.002574392,,,,,,
333,47.69150229,0.002574392,,,,,,
334,11.63421024,0.002574392,,,,,,
335,7.168656304,0.002574392,,,,,,
336,121.4841565,0.002574392,,,,,,
337,145.3619347,0.002574392,,,,,,
338,44.68587151,0.002574392,,,,,,
339,38.44708968,0.002574392,,,,,,
340,-0.529683857,0.002574392,,,,,,
341,-7.048942761,0.002574392,,,,,,
342,-21.89080895,0.002574392,,,,,,
343,-20.80819513,0.002574392,,,,,,
344,-21.49475871,0.002574392,,,,,,
345,40.33162866,0.002574392,,,,,,
346,83.5470304,0.002574392,,,,,,
347,116.4569547,0.002574392,,,,,,
348,54.53414015,0.002574392,,,,,,
349,9.989503649,0.002574392,,,,,,
350,-4.423950245,0.002574392,,,,,,
351,2.491056006,0.002574392,,,,,,
352,1.842168327,0.002574392,,,,,,
353,-44.35838661,0.002574392,,,,,,
354,-17.53841549,0.002574392,,,,,,
355,-16.54217228,0.002574392,,,,,,
356,3.201714029,0.002574392,,,,,,
357,8.698133185,0.002574392,,,,,,
358,1.416858588,0.002574392,,,,,,
359,-5.452035552,0.002574392,,,,,,
360,-7.926779095,0.002574392,,,,,,
361,28.78262892,0.002574392,,,,,,
362,32.25581166,0.002574392,,,,,,
363,3.291734789,0.002574392,,,,,,
364,-5.541275864,0.002574392,,,,,,
365,-14.85451702,0.002574392,,,,,,
366,-1.654476927,0.002574392,,,,,,
367,1.926406127,0.002574392,,,,,,
368,24.96788862,0.002574392,,,,,,
369,8.695505547,0.002574392,,,,,,
370,21.17752709,0.002574392,,,,,,
371,45.36931044,0.002574392,,,,,,
372,23.03782134,0.002574392,,,,,,
373,18.02836186,0.002574392,,,,,,
374,11.88397723,0.002574392,,,,,,
375,-6.94011975,0.002574392,,,,,,
376,-14.12694378,0.002574392,,,,,,
377,11.3630654,0.002574392,,,,,,
378,5.520276,0.002574392,,,,,,
379,7.789832053,0.002574392,,,,,,
380,1.087502732,0.002574392,,,,,,
381,15.24186869,0.002574392,,,,,,
382,24.38108972,0.002574392,,,,,,
383,12.47050345,0.002574392,,,,,,
384,16.39925957,0.002574392,,,,,,
385,-1.492542699,0.002574392,,,,,,
386,11.17250266,0.002574392,,,,,,
387,4.097807678,0.002574392,,,,,,
388,39.77236806,0.002574392,,,,,,
389,32.45132497,0.002574415,,,,,,
