,0
0,-5.8341232867714075
1,32.45132497428285
2,39.77236806349123
3,4.097807677849855
4,11.17250266275999
5,-1.492542698616507
6,16.399259568148718
7,12.470503447010225
8,24.381089721855023
9,15.241868687334927
10,1.0875027322669701
11,7.789832053271461
12,5.520275999768028
13,11.363065400599407
14,-14.126943775557079
15,-6.940119750138681
16,11.88397723004228
17,18.028361858643123
18,23.037821336657153
19,45.36931043530877
20,21.17752708984782
21,8.695505547213827
22,24.967888616254523
23,1.926406127004525
24,-1.6544769266675827
25,-14.854517021754114
26,-5.541275864208688
27,3.2917347889685957
28,32.25581165923583
29,28.782628923272014
30,-7.926779094953193
31,-5.452035552024984
32,1.4168585875944792
33,8.698133185410063
34,3.20171402863456
35,-16.542172277271177
36,-17.538415490736558
37,-44.358386611002025
38,1.8421683272139862
39,2.491056005678405
40,-4.4239502449173695
41,9.989503649191436
42,54.53414015138586
43,116.45695474249881
44,83.5470303971417
45,40.331628660800014
46,-21.494758705569936
47,-20.8081951315026
48,-21.890808948086455
49,-7.048942760827417
50,-0.5296838568117682
51,38.44708967536763
52,44.68587151003997
53,145.36193469857804
54,121.48415653550283
55,7.168656303591007
56,11.634210241272418
57,47.69150229071924
58,-4.333265776726213
59,6.9941163900259875
60,36.5335352293778
61,57.005599610593336
62,44.143951740070975
63,93.73584443000391
64,101.2604116248333
65,57.26546544484833
66,74.65182355831506
67,61.7236097232836
68,44.40008500079902
69,7.172690229937432
70,33.163947793532266
71,34.5804034160825
72,6.438792364291881
73,-3.9230993972478174
74,44.91620350585981
75,97.79635658064865
76,48.102097513792586
77,10.601116462730902
78,14.266077940206458
79,16.71164680759205
80,16.473735824619432
81,22.37395963399524
82,22.72370640940174
83,16.153015929493392
84,44.33959706958311
85,91.42468404145151
86,71.11224650373305
87,-42.20893303965574
88,-12.768336213948132
89,2.9742196558650704
90,11.829326652815796
91,9.855639196178686
92,26.95942697693516
93,0.08946064400255963
94,37.774307070819845
95,65.03704677811587
96,69.04882560054486
97,-22.57530995889434
98,-21.651591494097676
99,-7.22748793455984
100,35.538425964212124
101,8.24745448578539
102,-26.477618070708427
103,1.1111907270867236
104,26.03005907295088
105,68.20225966070166
106,42.647473405227856
107,-12.746765734713321
108,-8.570185757867845
109,7.79078354643702
110,11.007344148199678
111,-8.059411740364334
112,-32.23941780932173
113,-20.567899945065466
114,2.5208996576044367
115,27.707332048665922
116,-15.527255773427225
117,-4.780343643376079
118,9.963226367226593
119,34.073569193385104
120,5.1765677575684315
121,45.00102973317929
122,-16.86812942764031
123,0.6423505606811397
124,-13.762709147498613
125,-7.657938924797336
126,3.0742888137278617
127,25.450084456842944
128,7.999170552517309
129,33.01952315375987
130,62.732919146079595
131,30.73876582522517
132,-2.4492299908795245
133,4.723791429807662
134,-22.166852972323596
135,10.673291763926304
136,17.810279416037407
137,35.44685602260199
138,35.90410516290993
139,53.21353235679755
140,95.48876079767163
141,46.234740813817886
142,16.333015320978944
143,15.96779686177275
144,8.668030913187575
145,23.24800897965507
146,36.58992395471817
147,56.90262271840989
148,65.82696769031557
149,66.79766305000317
150,48.196787286686494
151,38.56878883598535
152,19.74517990331433
153,8.238175163544657
154,-1.0730909117938003
155,27.25800488762424
156,77.65124862061448
157,30.37064695766425
158,85.76255855536968
159,14.185769803215663
160,40.97217435976873
161,32.371414556982565
162,79.80107201751781
163,28.131539949712298
164,58.63870345337591
165,65.48327220772762
166,82.8118990581249
167,82.52204658177116
168,57.01519189178863
169,13.94847268942121
170,38.42890245192125
171,37.16704333874671
172,29.11454226114718
173,27.740370231060904
174,11.199769496716838
175,0.8234466187212326
176,35.5997776265335
177,81.70444789765374
178,57.79354326419904
179,34.41918200101446
