,0
180,35.30498124668137
181,47.90720530806823
182,28.86371891406704
183,7.6694687601648885
184,-21.501453088086624
185,-8.09564408416856
186,-3.2557437242335383
187,68.37505817711035
188,74.85242859861344
189,38.2332335794577
190,23.866106763686165
191,41.8842093021871
192,13.722837312697415
193,-7.921655712636302
194,-73.18684174281607
195,-51.310897629726774
196,-73.18684174281607
197,-7.921655712636291
198,13.7228373126974
199,41.884209302187095
200,23.866106763686137
201,38.23323357945774
202,74.85242859861343
203,68.37505817711043
204,-3.255743724233551
205,-8.095644084168583
206,-21.501453088086592
207,7.669468760164957
208,28.863718914067057
209,47.90720530806824
210,35.30498124668137
211,34.419182001014455
212,57.793543264199045
213,81.70444789765371
214,35.5997776265335
215,0.8234466187212337
216,11.199769496716815
217,27.740370231060858
218,29.11454226114714
219,37.16704333874669
220,38.42890245192127
221,13.948472689421214
222,57.01519189178863
223,82.52204658177119
224,82.81189905812491
225,65.48327220772762
226,58.638703453375896
227,28.13153994971228
228,79.8010720175178
229,32.37141455698255
230,40.97217435976871
231,14.185769803215647
232,85.76255855536965
233,30.370646957664267
234,77.6512486206145
235,27.258004887624264
236,-1.0730909117938026
237,8.238175163544655
238,19.745179903314316
239,38.56878883598535
240,48.196787286686494
241,66.79766305000315
242,65.82696769031554
243,56.90262271840989
244,36.589923954718174
245,23.248008979655076
246,8.668030913187598
247,15.967796861772765
248,16.333015320978905
249,46.234740813817886
250,95.48876079767163
251,53.21353235679754
252,35.904105162909886
253,35.44685602260196
254,17.81027941603742
255,10.673291763926308
256,-22.1668529723236
257,4.7237914298076555
258,-2.449229990879529
259,30.73876582522514
260,62.73291914607959
261,33.01952315375984
262,7.99917055251728
263,25.450084456842898
264,3.0742888137278537
265,-7.657938924797329
266,-13.76270914749863
267,0.6423505606811141
268,-16.86812942764033
269,45.00102973317926
270,5.1765677575684315
271,34.073569193385076
272,9.963226367226573
273,-4.780343643376086
274,-15.527255773427202
275,27.70733204866591
276,2.5208996576044624
277,-20.567899945065452
278,-32.23941780932172
279,-8.059411740364347
280,11.007344148199678
281,7.790783546437009
282,-8.570185757867838
283,-12.746765734713314
284,42.64747340522787
285,68.20225966070166
286,26.03005907295091
287,1.1111907270867283
288,-26.47761807070842
289,8.247454485785374
290,35.53842596421212
291,-7.227487934559849
292,-21.651591494097662
293,-22.57530995889431
294,69.04882560054487
295,65.03704677811588
296,37.77430707081985
297,0.08946064400257363
298,26.95942697693518
299,9.855639196178675
300,11.829326652815796
301,2.974219655865061
302,-12.768336213948148
303,-42.20893303965573
304,71.11224650373305
305,91.42468404145151
306,44.33959706958311
307,16.153015929493407
308,22.723706409401764
309,22.37395963399527
310,16.473735824619425
311,16.71164680759206
312,14.266077940206461
313,10.601116462730937
314,48.102097513792586
315,97.79635658064866
316,44.91620350585982
317,-3.923099397247793
318,6.438792364291903
319,34.58040341608251
320,33.163947793532266
321,7.172690229937453
322,44.40008500079904
323,61.7236097232836
324,74.65182355831503
325,57.26546544484832
326,101.26041162483327
327,93.73584443000394
328,44.143951740070996
329,57.00559961059333
330,36.5335352293778
331,6.99411639002599
332,-4.33326577672622
333,47.69150229071924
334,11.634210241272385
335,7.168656303590983
336,121.48415653550288
337,145.36193469857804
338,44.68587151003995
339,38.44708967536761
340,-0.5296838568117705
341,-7.048942760827427
342,-21.890808948086445
343,-20.808195131502593
344,-21.49475870556993
345,40.33162866079999
346,83.5470303971417
347,116.45695474249877
348,54.53414015138586
349,9.989503649191393
350,-4.423950244917387
351,2.4910560056783875
352,1.8421683272139886
353,-44.35838661100204
354,-17.538415490736547
355,-16.5421722772712
356,3.2017140286345427
357,8.69813318541005
358,1.4168585875944666
359,-5.452035552025001
360,-7.926779094953193
361,28.782628923272018
362,32.25581165923585
363,3.29173478896861
364,-5.541275864208679
365,-14.854517021754114
366,-1.6544769266675945
367,1.926406127004497
368,24.96788861625452
369,8.695505547213818
370,21.17752708984784
371,45.369310435308776
372,23.037821336657167
373,18.028361858643116
374,11.88397723004229
375,-6.940119750138685
376,-14.126943775557102
377,11.363065400599396
378,5.520275999768025
379,7.789832053271461
380,1.0875027322669806
381,15.241868687334945
382,24.38108972185504
383,12.470503447010234
384,16.399259568148736
385,-1.4925426986164994
386,11.172502662759992
387,4.0978076778498576
388,39.77236806349123
389,32.45132497428286
