Alarm Level :,1000
Storage cycle [sec] :,0.1
Average :,ON
Unit :,ppm-m
Distance [m] :,

No,yyyy/mm/dd hh:mm:ss.s,Intensity,Measured Value,Error,Location
1,2018/11/02 12:06:17.6,67,19,1,
2,2018/11/02 12:06:17.7,66,18,1,
3,2018/11/02 12:06:17.8,65,14,1,
4,2018/11/02 12:06:17.9,67,14,1,
5,2018/11/02 12:06:18.0,68,16,1,No data
6,2018/11/02 12:06:18.1,68,17,1,
7,2018/11/02 12:06:18.2,67,16,1,
8,2018/11/02 12:06:18.3,67,14,1,
9,2018/11/02 12:06:18.4,67,17,1,
10,2018/11/02 12:06:18.5,69,16,1,No data
11,2018/11/02 12:06:18.6,69,14,1,
12,2018/11/02 12:06:18.7,68,12,1,
13,2018/11/02 12:06:18.8,67,14,1,
14,2018/11/02 12:06:18.9,68,11,1,
15,2018/11/02 12:06:19.0,68,7,1,No data
16,2018/11/02 12:06:19.1,68,1,1,
17,2018/11/02 12:06:19.2,67,3,1,
18,2018/11/02 12:06:19.3,67,7,1,
19,2018/11/02 12:06:19.4,67,8,1,
20,2018/11/02 12:06:19.5,68,5,1,No data
21,2018/11/02 12:06:19.6,68,9,1,
22,2018/11/02 12:06:19.7,67,12,1,
23,2018/11/02 12:06:19.8,66,19,1,
24,2018/11/02 12:06:19.9,67,17,1,
25,2018/11/02 12:06:20.0,69,18,1,No data
26,2018/11/02 12:06:20.1,69,13,1,
27,2018/11/02 12:06:20.2,67,11,1,
28,2018/11/02 12:06:20.3,67,9,1,
29,2018/11/02 12:06:20.4,68,9,1,
30,2018/11/02 12:06:20.5,69,8,1,No data
31,2018/11/02 12:06:20.6,68,6,1,
32,2018/11/02 12:06:20.7,67,9,1,
33,2018/11/02 12:06:20.8,66,7,1,
34,2018/11/02 12:06:20.9,68,8,1,
35,2018/11/02 12:06:21.0,70,9,1,No data
36,2018/11/02 12:06:21.1,70,13,1,
37,2018/11/02 12:06:21.2,68,15,1,
38,2018/11/02 12:06:21.3,70,9,1,
39,2018/11/02 12:06:21.4,172,5,1,
40,2018/11/02 12:06:21.5,252,3,1,No data
41,2018/11/02 12:06:21.6,270,8,1,
42,2018/11/02 12:06:21.7,183,12,1,
43,2018/11/02 12:06:21.8,128,13,1,
44,2018/11/02 12:06:21.9,139,8,1,
45,2018/11/02 12:06:22.0,155,1,1,No data
46,2018/11/02 12:06:22.1,162,3,1,
47,2018/11/02 12:06:22.2,163,5,1,
48,2018/11/02 12:06:22.3,163,5,1,
49,2018/11/02 12:06:22.4,164,5,1,
50,2018/11/02 12:06:22.5,165,6,1,No data
51,2018/11/02 12:06:22.6,164,4,1,
52,2018/11/02 12:06:22.7,162,2,1,
53,2018/11/02 12:06:22.8,161,1,1,
54,2018/11/02 12:06:22.9,162,1,1,
55,2018/11/02 12:06:23.0,163,1,1,No data
56,2018/11/02 12:06:23.1,162,1,1,
57,2018/11/02 12:06:23.2,161,2,1,
58,2018/11/02 12:06:23.3,159,0,1,
59,2018/11/02 12:06:23.4,160,4,1,
60,2018/11/02 12:06:23.5,161,6,1,No data
61,2018/11/02 12:06:23.6,160,12,1,
62,2018/11/02 12:06:23.7,158,13,1,
63,2018/11/02 12:06:23.8,158,16,1,
64,2018/11/02 12:06:23.9,160,15,1,
65,2018/11/02 12:06:24.0,161,16,1,No data
66,2018/11/02 12:06:24.1,161,17,1,
67,2018/11/02 12:06:24.2,160,19,1,
68,2018/11/02 12:06:24.3,167,12,1,
69,2018/11/02 12:06:24.4,164,3,1,
70,2018/11/02 12:06:24.5,160,4,1,No data
71,2018/11/02 12:06:24.6,150,3,1,
72,2018/11/02 12:06:24.7,152,2,1,
73,2018/11/02 12:06:24.8,152,2,1,
74,2018/11/02 12:06:24.9,147,0,1,
75,2018/11/02 12:06:25.0,148,1,1,No data
76,2018/11/02 12:06:25.1,149,3,1,
77,2018/11/02 12:06:25.2,153,3,1,
78,2018/11/02 12:06:25.3,150,4,1,
79,2018/11/02 12:06:25.4,150,4,1,
80,2018/11/02 12:06:25.5,150,3,1,No data
81,2018/11/02 12:06:25.6,150,3,1,
82,2018/11/02 12:06:25.7,149,2,1,
83,2018/11/02 12:06:25.8,149,4,1,
84,2018/11/02 12:06:25.9,150,3,1,
85,2018/11/02 12:06:26.0,152,3,1,No data
86,2018/11/02 12:06:26.1,153,1,1,
87,2018/11/02 12:06:26.2,152,1,1,
88,2018/11/02 12:06:26.3,157,2,1,
89,2018/11/02 12:06:26.4,164,4,1,
90,2018/11/02 12:06:26.5,172,5,1,No data
91,2018/11/02 12:06:26.6,173,5,1,
92,2018/11/02 12:06:26.7,175,4,1,
93,2018/11/02 12:06:26.8,180,2,1,
94,2018/11/02 12:06:26.9,190,1,1,
95,2018/11/02 12:06:27.0,196,1,1,No data
96,2018/11/02 12:06:27.1,195,5,1,
97,2018/11/02 12:06:27.2,189,7,1,
98,2018/11/02 12:06:27.3,186,9,1,
99,2018/11/02 12:06:27.4,186,7,1,
100,2018/11/02 12:06:27.5,186,3,1,No data
101,2018/11/02 12:06:27.6,185,2,1,
102,2018/11/02 12:06:27.7,184,1,1,
103,2018/11/02 12:06:27.8,183,3,1,
104,2018/11/02 12:06:27.9,185,0,1,
105,2018/11/02 12:06:28.0,186,1,1,No data
106,2018/11/02 12:06:28.1,186,1,1,
107,2018/11/02 12:06:28.2,187,1,1,
108,2018/11/02 12:06:28.3,188,0,1,
109,2018/11/02 12:06:28.4,195,0,1,
110,2018/11/02 12:06:28.5,201,1,1,No data
111,2018/11/02 12:06:28.6,188,0,1,
112,2018/11/02 12:06:28.7,157,4,1,
113,2018/11/02 12:06:28.8,124,7,1,
114,2018/11/02 12:06:28.9,109,13,1,
115,2018/11/02 12:06:29.0,105,16,1,No data
116,2018/11/02 12:06:29.1,103,15,1,
117,2018/11/02 12:06:29.2,102,12,1,
118,2018/11/02 12:06:29.3,101,10,1,
119,2018/11/02 12:06:29.4,101,11,1,
120,2018/11/02 12:06:29.5,101,7,1,No data
121,2018/11/02 12:06:29.6,101,4,1,
122,2018/11/02 12:06:29.7,100,1,1,
123,2018/11/02 12:06:29.8,100,1,1,
124,2018/11/02 12:06:29.9,102,1,1,
125,2018/11/02 12:06:30.0,105,0,1,No data
126,2018/11/02 12:06:30.1,105,3,1,
127,2018/11/02 12:06:30.2,103,6,1,
128,2018/11/02 12:06:30.3,101,7,1,
129,2018/11/02 12:06:30.4,101,4,1,
130,2018/11/02 12:06:30.5,101,3,1,No data
131,2018/11/02 12:06:30.6,100,11,1,
132,2018/11/02 12:06:30.7,98,17,1,
133,2018/11/02 12:06:30.8,97,17,1,
134,2018/11/02 12:06:30.9,98,13,1,
135,2018/11/02 12:06:31.0,98,10,1,No data
136,2018/11/02 12:06:31.1,98,15,1,
137,2018/11/02 12:06:31.2,98,15,1,
138,2018/11/02 12:06:31.3,98,21,1,
139,2018/11/02 12:06:31.4,99,16,1,
140,2018/11/02 12:06:31.5,101,18,1,No data
141,2018/11/02 12:06:31.6,103,10,1,
142,2018/11/02 12:06:31.7,233,6,1,
143,2018/11/02 12:06:31.8,450,2,1,
144,2018/11/02 12:06:31.9,698,2,1,
145,2018/11/02 12:06:32.0,810,3,1,No data
146,2018/11/02 12:06:32.1,831,4,1,
147,2018/11/02 12:06:32.2,814,5,1,
148,2018/11/02 12:06:32.3,808,5,1,
149,2018/11/02 12:06:32.4,802,4,1,
150,2018/11/02 12:06:32.5,804,2,1,No data
151,2018/11/02 12:06:32.6,798,2,1,
152,2018/11/02 12:06:32.7,797,0,1,
153,2018/11/02 12:06:32.8,794,0,1,
154,2018/11/02 12:06:32.9,796,1,1,
155,2018/11/02 12:06:33.0,797,1,1,No data
156,2018/11/02 12:06:33.1,801,2,1,
157,2018/11/02 12:06:33.2,812,2,1,
158,2018/11/02 12:06:33.3,837,2,1,
159,2018/11/02 12:06:33.4,879,2,1,
160,2018/11/02 12:06:33.5,920,3,1,No data
161,2018/11/02 12:06:33.6,943,3,1,
162,2018/11/02 12:06:33.7,941,3,1,
163,2018/11/02 12:06:33.8,931,2,1,
164,2018/11/02 12:06:33.9,925,2,1,
165,2018/11/02 12:06:34.0,925,1,1,No data
166,2018/11/02 12:06:34.1,925,0,1,
167,2018/11/02 12:06:34.2,924,3,1,
168,2018/11/02 12:06:34.3,924,4,1,
169,2018/11/02 12:06:34.4,924,7,1,
170,2018/11/02 12:06:34.5,926,9,1,No data
171,2018/11/02 12:06:34.6,927,11,1,
172,2018/11/02 12:06:34.7,940,9,1,
173,2018/11/02 12:06:34.8,904,7,1,
174,2018/11/02 12:06:34.9,699,5,1,
175,2018/11/02 12:06:35.0,445,4,1,No data
176,2018/11/02 12:06:35.1,216,4,1,
177,2018/11/02 12:06:35.2,149,3,1,
178,2018/11/02 12:06:35.3,116,6,1,
179,2018/11/02 12:06:35.4,105,0,1,
180,2018/11/02 12:06:35.5,100,1,1,No data
181,2018/11/02 12:06:35.6,98,4,1,
182,2018/11/02 12:06:35.7,97,3,1,
183,2018/11/02 12:06:35.8,97,7,1,
184,2018/11/02 12:06:35.9,99,10,1,
185,2018/11/02 12:06:36.0,100,12,1,No data
186,2018/11/02 12:06:36.1,100,13,1,
187,2018/11/02 12:06:36.2,99,14,1,
188,2018/11/02 12:06:36.3,99,10,1,
189,2018/11/02 12:06:36.4,102,5,1,
190,2018/11/02 12:06:36.5,104,1,1,No data
191,2018/11/02 12:06:36.6,113,5,1,
192,2018/11/02 12:06:36.7,124,4,1,
193,2018/11/02 12:06:36.8,135,3,1,
194,2018/11/02 12:06:36.9,141,2,1,
195,2018/11/02 12:06:37.0,142,4,1,No data
196,2018/11/02 12:06:37.1,142,4,1,
197,2018/11/02 12:06:37.2,141,0,1,
198,2018/11/02 12:06:37.3,141,0,1,
199,2018/11/02 12:06:37.4,141,1,1,
200,2018/11/02 12:06:37.5,142,4,1,No data
201,2018/11/02 12:06:37.6,140,3,1,
202,2018/11/02 12:06:37.7,140,6,1,
203,2018/11/02 12:06:37.8,140,5,1,
204,2018/11/02 12:06:37.9,144,4,1,
