,0
0,0.00898716964372987
1,0.00898716964372987
2,0.00898716964372987
3,0.00898716964372987
4,0.00898716964372987
5,0.00898716964372987
6,0.00898716964372987
7,0.00898716964372987
8,0.00898716964372987
9,0.00898716964372987
10,0.00898716964372987
11,0.00898716964372987
12,0.00898716964372987
13,0.00898716964372987
14,0.00898716964372987
15,0.00898716964372987
16,0.00898716964372987
17,0.00898716964372987
18,0.00898716964372987
19,0.00898716964372987
20,0.00898716964372987
21,0.00898716964372987
22,0.00898716964372987
23,0.00898716964372987
24,0.00898716964372987
25,0.00898716964372987
26,0.00898716964372987
27,0.00898716964372987
28,0.00898716964372987
29,0.00898716964372987
30,0.00898716964372987
31,0.00898716964372987
32,0.00898716964372987
33,0.00898716964372987
34,0.00898716964372987
35,0.00898716964372987
36,0.00898716964372987
37,0.00898716964372987
38,0.00898716964372987
39,0.00898716964372987
40,0.00898716964372987
41,0.00898716964372987
42,0.00898716964372987
43,0.00898716964372987
44,0.00898716964372987
45,0.00898716964372987
46,0.00898716964372987
47,0.00898716964372987
48,0.00898716964372987
49,0.00898716964372987
50,0.00898716964372987
51,0.00898716964372987
52,0.00898716964372987
53,0.00898716964372987
54,0.00898716964372987
55,0.00898716964372987
56,0.00898716964372987
57,0.00898716964372987
58,0.00898716964372987
59,0.00898716964372987
60,0.00898716964372987
61,0.00898716964372987
62,0.00898716964372987
63,0.00898716964372987
64,0.00898716964372987
65,0.00898716964372987
66,0.00898716964372987
67,0.00898716964372987
68,0.00898716964372987
69,0.00898716964372987
70,0.00898716964372987
71,0.00898716964372987
72,0.00898716964372987
73,0.00898716964372987
74,0.00898716964372987
75,0.00898716964372987
76,0.00898716964372987
77,0.00898716964372987
78,0.00898716964372987
79,0.00898716964372987
80,0.8856556318802125
81,8.09849413531901e-07
82,3.493794157351136e-07
83,4.453872709023016e-07
84,9.317958185016156
85,5.556091875984053e-07
86,0.5844273006629781
87,3.0206817379758633
88,1.4444043008627326e-05
89,7.948614299807263e-06
90,0.14296740859144633
91,7.615483619554921
92,17.55262439059543
93,1.185422163383341
94,0.9560662532056032
95,1.3006303387990733e-07
96,1.554976397631102
97,1.0691810418299386e-05
98,3.17959114148813e-07
99,1.1910415842164566
100,10.980071510784565
101,11.630627500387508
102,1.6977741554310987e-07
103,2.7859170904736014e-06
104,1.3524708386354448e-07
105,1.4856753903650376e-07
106,6.449489262884467
107,7.044653590598683e-07
108,1.4988043631677654
109,4.829415303384203
110,1.5069999450008812e-07
111,2.3424048717044826e-07
112,1.8424388866653725e-07
113,3.325055229602818e-07
114,2.4702840650123243e-07
115,9.390723719628934
116,3.679897893192673e-07
117,4.752128801933852
118,1.2262773077434057
119,3.810710001247546
120,8.255109089991477e-06
121,1.6528187290623613e-07
122,5.065739652519612e-07
123,12.048510345843486
124,1.1366071723299175e-07
125,1.621006290251562e-07
126,8.701975603335892
127,5.65834485384842e-07
128,1.8939722412474204e-07
129,5.016391493006145
130,1.2412657917083523
131,1.5406313709477964e-07
132,1.3439246938482676
133,8.406647942586776
