0,0,0,0,0,0,0,0,0,0.553496657,0,0,0,0.561680621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4573527,0,0,0,0.014388052,0,0,0.071842605,0.61095121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067016701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.518831585,0,0,0.062842081,0.498786594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431299953,0,0,0,0.583995945,0,0,0,0.065164361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056942595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.504639109,0,0,0,0.55050535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423998108,0,0,0,0.56789273,0,0,0.063253621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053499647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.514538612,0,0,0,0.565921647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43701756,0,0,0,0.578990655,0,0,0,0.064452044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056942595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.544375172,0,0,0,0.610159395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468368363,0,0,0,0.612965406,0.002305282,0,0,0,0.070895516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067016701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.205431909,0,0,0,0.576703537,0,0,0,0.566929812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401090094,0,0,0,0.576703537,0,0,0,0.286558755,0.084712873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093472875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.195465729,0,0,0,0.551768664,0,0,0,0.541202103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380364897,0,0,0,0.551768664,0,0,0,0.356302936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085227364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.19324038,0,0,0,0.544230699,0,0,0,0.52939337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371643431,0,0,0,0.544230699,0,0,0,0.350990319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082293565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.196570956,0,0,0,0.554887478,0,0,0.08064828,0.456329783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375232498,0,0,0,0.554887478,0,0,0,0.358316521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085227364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.208235229,0,0,0,0.583095543,0,0,0,0.513281751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391109403,0,0,0,0.583095543,0,0,0.096324641,0.278535673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093472875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
