,0
0,2.638970871191123e-12
1,6.474063258678839e-11
2,7.136474119984832e-10
3,3.5347187712141515e-09
4,7.866661296047675e-09
5,7.866661296047675e-09
6,3.534718771214139e-09
7,7.136474119984807e-10
8,6.474063258678839e-11
9,2.638970871191123e-12
10,7.136474119984857e-10
11,1.7507576684941838e-08
12,1.929891057957222e-07
13,9.558812985612325e-07
14,2.127352952728549e-06
15,2.127352952728549e-06
16,9.558812985612292e-07
17,1.929891057957215e-07
18,1.7507576684941775e-08
19,7.136474119984857e-10
20,8.671559499310005e-08
21,2.1273529527285413e-06
22,2.3450186821805473e-05
23,0.0001161495356865255
24,0.00025849554549575916
25,0.00025849554549575916
26,0.00011614953568652529
27,2.3450186821805433e-05
28,2.1273529527285336e-06
29,8.671559499310005e-08
30,4.734511065646673e-06
31,0.00011614953568652592
32,0.0012803368184022017
33,0.006341549775692982
34,0.014113378575876972
35,0.014113378575876972
36,0.006341549775692972
37,0.0012803368184021995
38,0.0001161495356865255
39,4.734511065646673e-06
40,0.0001161495356865255
41,0.0028494419916099247
42,0.0314099016599229
43,0.15557426136866
44,0.3462368860959375
45,0.3462368860959372
46,0.15557426136865973
47,0.03140990165992284
48,0.002849441991609915
49,0.0001161495356865255
50,0.0012803368184021995
51,0.0314099016599229
52,0.3462368860959375
53,1.7149225233547782
54,3.8166302649196364
55,3.8166302649196364
56,1.7149225233547747
57,0.3462368860959369
58,0.03140990165992284
59,0.0012803368184021995
60,0.006341549775692972
61,0.1555742613686603
62,1.7149225233547782
63,8.494066863501711
64,18.903893454074694
65,18.90389345407469
66,8.494066863501693
67,1.7149225233547751
68,0.15557426136865973
69,0.006341549775692972
70,0.01411337857587692
71,0.3462368860959375
72,3.8166302649196333
73,18.903893454074677
74,42.07138858990403
75,42.07138858990401
76,18.903893454074638
77,3.8166302649196266
78,0.3462368860959366
79,0.01411337857587692
80,0.01411337857587692
81,0.3462368860959372
82,3.8166302649196315
83,18.903893454074666
84,42.07138858990399
85,42.07138858990398
86,18.903893454074623
87,3.8166302649196244
88,0.34623688609593634
89,0.01411337857587692
90,0.006341549775692949
91,0.15557426136865973
