70
18
9
5
38
37
29
98
22
52
86
44
15
62
89
75
25
15
54
48
26
11
83
163
70
75
55
58
89
7
88
40
2
23
64
15
38
0
64
164
150
69
81
37
93
27
122
326
3
23
39
47
61
105
66
18
1
18
114
96
9
5
155
145
80
40
168
121
53
1
38
102
136
73
6
3
12
9
73
12
195
170
102
10
48
58
127
189
28
101
93
3
26
2
106
131
5
21
51
12
162
26
8
63
45
136
62
16
38
96
148
0
44
75
103
61
39
107
68
61
100
