Alarm Level :,1000
Storage cycle [sec] :,0.1
Average :,ON
Unit :,ppm-m
Distance [m] :,

No,yyyy/mm/dd hh:mm:ss.s,Intensity,Measured Value,Error,Location
1,2018/11/14 17:06:36.6,123,5,1,
2,2018/11/14 17:06:36.7,122,7,1,
3,2018/11/14 17:06:36.8,122,4,1,
4,2018/11/14 17:06:36.9,123,3,1,
5,2018/11/14 17:06:37.0,123,2,1,No data
6,2018/11/14 17:06:37.1,123,5,1,
7,2018/11/14 17:06:37.2,122,3,1,
8,2018/11/14 17:06:37.3,121,3,1,
9,2018/11/14 17:06:37.4,122,4,1,
10,2018/11/14 17:06:37.5,122,10,1,No data
11,2018/11/14 17:06:37.6,122,12,1,
12,2018/11/14 17:06:37.7,122,11,1,
13,2018/11/14 17:06:37.8,121,8,1,
14,2018/11/14 17:06:37.9,123,6,1,
15,2018/11/14 17:06:38.0,123,8,1,No data
16,2018/11/14 17:06:38.1,123,12,1,
17,2018/11/14 17:06:38.2,122,15,1,
18,2018/11/14 17:06:38.3,121,15,1,
19,2018/11/14 17:06:38.4,122,11,1,
20,2018/11/14 17:06:38.5,123,4,1,No data
21,2018/11/14 17:06:38.6,123,1,1,
22,2018/11/14 17:06:38.7,121,3,1,
23,2018/11/14 17:06:38.8,120,5,1,
24,2018/11/14 17:06:38.9,121,4,1,
25,2018/11/14 17:06:39.0,122,6,1,No data
26,2018/11/14 17:06:39.1,121,5,1,
27,2018/11/14 17:06:39.2,120,8,1,
28,2018/11/14 17:06:39.3,120,6,1,
29,2018/11/14 17:06:39.4,120,8,1,
30,2018/11/14 17:06:39.5,122,8,1,No data
31,2018/11/14 17:06:39.6,121,7,1,
32,2018/11/14 17:06:39.7,120,3,1,
33,2018/11/14 17:06:39.8,119,4,1,
34,2018/11/14 17:06:39.9,120,6,1,
35,2018/11/14 17:06:40.0,121,10,1,No data
36,2018/11/14 17:06:40.1,121,13,1,
37,2018/11/14 17:06:40.2,119,13,1,
38,2018/11/14 17:06:40.3,118,15,1,
39,2018/11/14 17:06:40.4,120,12,1,
40,2018/11/14 17:06:40.5,121,10,1,No data
41,2018/11/14 17:06:40.6,121,7,1,
42,2018/11/14 17:06:40.7,120,9,1,
43,2018/11/14 17:06:40.8,119,13,1,
44,2018/11/14 17:06:40.9,120,18,1,
45,2018/11/14 17:06:41.0,120,19,1,No data
46,2018/11/14 17:06:41.1,117,16,1,
47,2018/11/14 17:06:41.2,123,11,1,
48,2018/11/14 17:06:41.3,164,7,1,
49,2018/11/14 17:06:41.4,231,3,1,
50,2018/11/14 17:06:41.5,285,0,1,No data
51,2018/11/14 17:06:41.6,285,0,1,
52,2018/11/14 17:06:41.7,239,0,1,
53,2018/11/14 17:06:41.8,192,2,1,
54,2018/11/14 17:06:41.9,165,6,1,
55,2018/11/14 17:06:42.0,160,5,1,No data
56,2018/11/14 17:06:42.1,158,4,1,
57,2018/11/14 17:06:42.2,156,15,1,
58,2018/11/14 17:06:42.3,155,21,1,
59,2018/11/14 17:06:42.4,155,17,1,
60,2018/11/14 17:06:42.5,157,9,1,No data
61,2018/11/14 17:06:42.6,201,8,1,
62,2018/11/14 17:06:42.7,281,16,1,
63,2018/11/14 17:06:42.8,369,26,1,
64,2018/11/14 17:06:42.9,421,30,1,
65,2018/11/14 17:06:43.0,439,28,1,No data
66,2018/11/14 17:06:43.1,448,29,1,
67,2018/11/14 17:06:43.2,423,29,1,
68,2018/11/14 17:06:43.3,408,29,1,
69,2018/11/14 17:06:43.4,403,25,1,
70,2018/11/14 17:06:43.5,431,25,1,No data
71,2018/11/14 17:06:43.6,447,27,1,
72,2018/11/14 17:06:43.7,451,32,1,
73,2018/11/14 17:06:43.8,452,35,1,
74,2018/11/14 17:06:43.9,452,37,1,
75,2018/11/14 17:06:44.0,453,36,1,No data
76,2018/11/14 17:06:44.1,454,28,1,
77,2018/11/14 17:06:44.2,439,18,1,
78,2018/11/14 17:06:44.3,419,4,1,
79,2018/11/14 17:06:44.4,391,5,1,
80,2018/11/14 17:06:44.5,380,11,1,No data
81,2018/11/14 17:06:44.6,378,10,1,
82,2018/11/14 17:06:44.7,389,6,1,
83,2018/11/14 17:06:44.8,408,6,1,
84,2018/11/14 17:06:44.9,428,6,1,
85,2018/11/14 17:06:45.0,435,8,1,No data
86,2018/11/14 17:06:45.1,429,3,1,
87,2018/11/14 17:06:45.2,421,1,1,
88,2018/11/14 17:06:45.3,384,65,1,
89,2018/11/14 17:06:45.4,322,638,1,
90,2018/11/14 17:06:45.5,271,2728,1,No data
91,2018/11/14 17:06:45.6,271,2728,1,
92,2018/11/14 17:06:45.7,215,922,1,
93,2018/11/14 17:06:45.8,87,456,1,
94,2018/11/14 17:06:45.9,87,456,1,
95,2018/11/14 17:06:46.0,224,865,1,No data
96,2018/11/14 17:06:46.1,330,295,1,
97,2018/11/14 17:06:46.2,503,10,1,
98,2018/11/14 17:06:46.3,598,7,1,
99,2018/11/14 17:06:46.4,591,4,1,
