Alarm Level :,1000
Storage cycle [sec] :,0.1
Average :,ON
Unit :,ppm-m
Distance [m] :,

No,yyyy/mm/dd hh:mm:ss.s,Intensity,Measured Value,Error,Location
1,2018/11/14 17:41:54.9,112,1,1,
2,2018/11/14 17:41:55.0,114,2,1,
3,2018/11/14 17:41:55.1,115,3,1,
4,2018/11/14 17:41:55.2,113,7,1,
5,2018/11/14 17:41:55.3,112,3,1,No data
6,2018/11/14 17:41:55.4,112,1,1,
7,2018/11/14 17:41:55.5,114,1,1,
8,2018/11/14 17:41:55.6,114,2,1,
9,2018/11/14 17:41:55.7,113,3,1,
10,2018/11/14 17:41:55.8,113,4,1,No data
11,2018/11/14 17:41:55.9,113,4,1,
12,2018/11/14 17:41:56.0,114,6,1,
13,2018/11/14 17:41:56.1,114,5,1,
14,2018/11/14 17:41:56.2,113,1,1,
15,2018/11/14 17:41:56.3,113,1,1,No data
16,2018/11/14 17:41:56.4,113,1,1,
17,2018/11/14 17:41:56.5,114,2,1,
18,2018/11/14 17:41:56.6,114,2,1,
19,2018/11/14 17:41:56.7,113,2,1,
20,2018/11/14 17:41:56.8,113,0,1,No data
21,2018/11/14 17:41:56.9,114,4,1,
22,2018/11/14 17:41:57.0,115,4,1,
23,2018/11/14 17:41:57.1,116,3,1,
24,2018/11/14 17:41:57.2,114,2,1,
25,2018/11/14 17:41:57.3,114,2,1,No data
26,2018/11/14 17:41:57.4,114,2,1,
27,2018/11/14 17:41:57.5,114,4,1,
28,2018/11/14 17:41:57.6,114,4,1,
29,2018/11/14 17:41:57.7,113,4,1,
30,2018/11/14 17:41:57.8,112,5,1,No data
31,2018/11/14 17:41:57.9,112,5,1,
32,2018/11/14 17:41:58.0,114,4,1,
33,2018/11/14 17:41:58.1,115,2,1,
34,2018/11/14 17:41:58.2,114,1,1,
35,2018/11/14 17:41:58.3,113,3,1,No data
36,2018/11/14 17:41:58.4,112,5,1,
37,2018/11/14 17:41:58.5,113,2,1,
38,2018/11/14 17:41:58.6,113,0,1,
39,2018/11/14 17:41:58.7,112,1,1,
40,2018/11/14 17:41:58.8,112,1,1,No data
41,2018/11/14 17:41:58.9,112,2,1,
42,2018/11/14 17:41:59.0,112,5,1,
43,2018/11/14 17:41:59.1,113,7,1,
44,2018/11/14 17:41:59.2,111,3,1,
45,2018/11/14 17:41:59.3,110,2,1,No data
46,2018/11/14 17:41:59.4,110,3,1,
47,2018/11/14 17:41:59.5,111,1,1,
48,2018/11/14 17:41:59.6,112,3,1,
49,2018/11/14 17:41:59.7,111,5,1,
50,2018/11/14 17:41:59.8,110,7,1,No data
51,2018/11/14 17:42:00.0,75,0,1,
52,2018/11/14 17:42:00.1,69,3,1,
53,2018/11/14 17:42:00.2,82,3,1,
54,2018/11/14 17:42:00.3,107,4,1,
55,2018/11/14 17:42:00.4,122,7,1,No data
56,2018/11/14 17:42:00.4,75,0,1,
57,2018/11/14 17:42:00.5,69,3,1,
58,2018/11/14 17:42:00.6,82,3,1,
59,2018/11/14 17:42:00.7,107,4,1,
60,2018/11/14 17:42:00.8,122,7,1,No data
61,2018/11/14 17:42:00.9,130,16,1,
62,2018/11/14 17:42:01.0,134,23,1,
63,2018/11/14 17:42:01.1,134,28,1,
64,2018/11/14 17:42:01.2,133,29,1,
65,2018/11/14 17:42:01.3,133,33,1,No data
66,2018/11/14 17:42:01.4,133,36,1,
67,2018/11/14 17:42:01.5,133,38,1,
68,2018/11/14 17:42:01.6,132,38,1,
69,2018/11/14 17:42:01.7,131,36,1,
70,2018/11/14 17:42:01.8,130,33,1,No data
71,2018/11/14 17:42:01.9,131,24,1,
72,2018/11/14 17:42:02.0,133,15,1,
73,2018/11/14 17:42:02.1,132,6,1,
74,2018/11/14 17:42:02.2,125,2,1,
75,2018/11/14 17:42:02.3,117,215,1,No data
76,2018/11/14 17:42:02.4,109,490,1,
77,2018/11/14 17:42:02.5,104,747,1,
78,2018/11/14 17:42:02.6,102,826,1,
79,2018/11/14 17:42:02.7,101,881,1,
80,2018/11/14 17:42:02.8,103,950,1,No data
81,2018/11/14 17:42:02.9,106,952,1,
82,2018/11/14 17:42:03.0,107,921,1,
83,2018/11/14 17:42:03.1,107,920,1,
84,2018/11/14 17:42:03.2,106,962,1,
85,2018/11/14 17:42:03.3,91,1138,1,No data
86,2018/11/14 17:42:03.4,82,1198,1,
87,2018/11/14 17:42:03.5,86,1021,1,
88,2018/11/14 17:42:03.6,101,620,1,
89,2018/11/14 17:42:03.7,150,251,1,
90,2018/11/14 17:42:03.8,248,90,1,No data
91,2018/11/14 17:42:04.0,446,7,1,
92,2018/11/14 17:42:04.1,441,3,1,
93,2018/11/14 17:42:04.2,439,3,1,
94,2018/11/14 17:42:04.3,437,1,1,
95,2018/11/14 17:42:04.4,433,3,1,No data
96,2018/11/14 17:42:04.4,446,7,1,
97,2018/11/14 17:42:04.5,441,3,1,
98,2018/11/14 17:42:04.6,439,3,1,
99,2018/11/14 17:42:04.7,437,1,1,
100,2018/11/14 17:42:04.8,433,3,1,No data
101,2018/11/14 17:42:04.9,434,8,1,
102,2018/11/14 17:42:05.0,438,9,1,
103,2018/11/14 17:42:05.1,425,3,1,
104,2018/11/14 17:42:05.2,369,9,1,
105,2018/11/14 17:42:05.3,301,11,1,No data
106,2018/11/14 17:42:05.4,246,1,1,
107,2018/11/14 17:42:05.5,228,11,1,
108,2018/11/14 17:42:05.6,223,17,1,
109,2018/11/14 17:42:05.7,219,19,1,
110,2018/11/14 17:42:05.8,217,19,1,No data
111,2018/11/14 17:42:05.9,218,18,1,
112,2018/11/14 17:42:06.0,219,18,1,
113,2018/11/14 17:42:06.1,218,18,1,
114,2018/11/14 17:42:06.2,216,18,1,
115,2018/11/14 17:42:06.3,228,18,1,No data
116,2018/11/14 17:42:06.6,522,15,1,
117,2018/11/14 17:42:06.7,484,32,1,
118,2018/11/14 17:42:06.8,465,59,1,
119,2018/11/14 17:42:06.9,454,79,1,
120,2018/11/14 17:42:07.0,448,90,1,No data
121,2018/11/14 17:42:07.1,445,92,1,
122,2018/11/14 17:42:07.2,445,91,1,
123,2018/11/14 17:42:07.3,446,87,1,
124,2018/11/14 17:42:07.4,446,83,1,
125,2018/11/14 17:42:07.5,447,77,1,No data
126,2018/11/14 17:42:07.4,445,92,1,
127,2018/11/14 17:42:07.5,445,91,1,
128,2018/11/14 17:42:07.6,446,87,1,
129,2018/11/14 17:42:07.7,446,83,1,
130,2018/11/14 17:42:07.8,447,77,1,No data
131,2018/11/14 17:42:07.9,447,71,1,
132,2018/11/14 17:42:08.0,448,59,1,
133,2018/11/14 17:42:08.1,487,40,1,
134,2018/11/14 17:42:08.2,506,19,1,
135,2018/11/14 17:42:08.3,509,10,1,No data
136,2018/11/14 17:42:08.5,417,28,1,
137,2018/11/14 17:42:08.6,424,44,1,
138,2018/11/14 17:42:08.7,429,62,1,
139,2018/11/14 17:42:08.8,429,69,1,
140,2018/11/14 17:42:08.9,428,72,1,No data
141,2018/11/14 17:42:09.0,428,72,1,
142,2018/11/14 17:42:09.1,429,71,1,
143,2018/11/14 17:42:09.2,429,69,1,
144,2018/11/14 17:42:09.3,428,67,1,
145,2018/11/14 17:42:09.4,429,66,1,No data
146,2018/11/14 17:42:09.4,428,72,1,
147,2018/11/14 17:42:09.5,429,71,1,
148,2018/11/14 17:42:09.6,429,69,1,
149,2018/11/14 17:42:09.7,428,67,1,
150,2018/11/14 17:42:09.8,429,66,1,No data
151,2018/11/14 17:42:10.0,503,6,1,
152,2018/11/14 17:42:10.1,442,6,1,
153,2018/11/14 17:42:10.2,415,3,1,
154,2018/11/14 17:42:10.3,402,6,1,
155,2018/11/14 17:42:10.4,406,0,1,No data
156,2018/11/14 17:42:10.5,434,6,1,
157,2018/11/14 17:42:10.6,462,13,1,
158,2018/11/14 17:42:10.7,475,13,1,
159,2018/11/14 17:42:10.8,477,16,1,
160,2018/11/14 17:42:10.9,477,20,1,No data
161,2018/11/14 17:42:11.0,478,23,1,
162,2018/11/14 17:42:11.1,479,24,1,
163,2018/11/14 17:42:11.2,478,25,1,
164,2018/11/14 17:42:11.3,477,23,1,
165,2018/11/14 17:42:11.4,475,21,1,No data
166,2018/11/14 17:42:11.5,459,17,1,
167,2018/11/14 17:42:11.6,435,12,1,
