Alarm Level :,1000
Storage cycle [sec] :,0.1
Average :,ON
Unit :,ppm-m
Distance [m] :,

No,yyyy/mm/dd hh:mm:ss.s,Intensity,Measured Value,Error,Location
1,2018/11/14 17:31:17.2,75,18,1,
2,2018/11/14 17:31:17.3,73,12,1,
3,2018/11/14 17:31:17.4,72,12,1,
4,2018/11/14 17:31:17.5,74,9,1,
5,2018/11/14 17:31:17.6,74,10,1,No data
6,2018/11/14 17:31:17.7,73,10,1,
7,2018/11/14 17:31:17.8,72,12,1,
8,2018/11/14 17:31:17.9,72,13,1,
9,2018/11/14 17:31:18.0,74,13,1,
10,2018/11/14 17:31:18.1,75,11,1,No data
11,2018/11/14 17:31:18.2,75,10,1,
12,2018/11/14 17:31:18.3,74,8,1,
13,2018/11/14 17:31:18.4,74,11,1,
14,2018/11/14 17:31:18.5,75,14,1,
15,2018/11/14 17:31:18.6,75,12,1,No data
16,2018/11/14 17:31:18.7,75,7,1,
17,2018/11/14 17:31:18.8,74,5,1,
18,2018/11/14 17:31:18.9,75,7,1,
19,2018/11/14 17:31:19.0,76,11,1,
20,2018/11/14 17:31:19.1,76,11,1,No data
21,2018/11/14 17:31:19.3,75,10,1,
22,2018/11/14 17:31:19.4,74,8,1,
23,2018/11/14 17:31:19.5,73,7,1,
24,2018/11/14 17:31:19.6,75,9,1,
25,2018/11/14 17:31:19.7,76,9,1,No data
26,2018/11/14 17:31:19.7,75,14,1,
27,2018/11/14 17:31:19.8,75,17,1,
28,2018/11/14 17:31:19.9,75,18,1,
29,2018/11/14 17:31:20.0,76,13,1,
30,2018/11/14 17:31:20.1,77,5,1,No data
31,2018/11/14 17:31:20.2,76,6,1,
32,2018/11/14 17:31:20.3,75,7,1,
33,2018/11/14 17:31:20.4,74,12,1,
34,2018/11/14 17:31:20.5,75,14,1,
35,2018/11/14 17:31:20.6,76,14,1,No data
36,2018/11/14 17:31:20.8,76,11,1,
37,2018/11/14 17:31:20.9,75,9,1,
38,2018/11/14 17:31:21.0,75,7,1,
39,2018/11/14 17:31:21.1,76,7,1,
40,2018/11/14 17:31:21.2,77,6,1,No data
41,2018/11/14 17:31:21.2,77,6,1,
42,2018/11/14 17:31:21.3,75,10,1,
43,2018/11/14 17:31:21.4,75,7,1,
44,2018/11/14 17:31:21.5,75,6,1,
45,2018/11/14 17:31:21.6,76,7,1,No data
46,2018/11/14 17:31:21.7,76,12,1,
47,2018/11/14 17:31:21.8,75,15,1,
48,2018/11/14 17:31:21.9,75,10,1,
49,2018/11/14 17:31:22.0,77,7,1,
50,2018/11/14 17:31:22.1,77,3,1,No data
51,2018/11/14 17:31:22.2,77,2,1,
52,2018/11/14 17:31:22.3,75,0,1,
53,2018/11/14 17:31:22.4,75,0,1,
54,2018/11/14 17:31:22.5,76,1,1,
55,2018/11/14 17:31:22.6,76,3,1,No data
56,2018/11/14 17:31:22.7,75,4,1,
57,2018/11/14 17:31:22.8,74,6,1,
58,2018/11/14 17:31:22.9,74,8,1,
59,2018/11/14 17:31:23.0,76,12,1,
60,2018/11/14 17:31:23.1,77,12,1,No data
61,2018/11/14 17:31:23.2,76,7,1,
62,2018/11/14 17:31:23.3,75,3,1,
63,2018/11/14 17:31:23.4,75,5,1,
64,2018/11/14 17:31:23.5,76,8,1,
65,2018/11/14 17:31:23.6,77,7,1,No data
66,2018/11/14 17:31:23.7,77,4,1,
67,2018/11/14 17:31:23.8,76,3,1,
68,2018/11/14 17:31:23.9,74,1,1,
69,2018/11/14 17:31:24.0,68,1,1,
70,2018/11/14 17:31:24.1,87,2,1,No data
71,2018/11/14 17:31:24.3,127,2,1,
72,2018/11/14 17:31:24.4,178,1,1,
73,2018/11/14 17:31:24.5,204,5,1,
74,2018/11/14 17:31:24.6,208,12,1,
75,2018/11/14 17:31:24.7,206,18,1,No data
76,2018/11/14 17:31:24.8,201,26,1,
77,2018/11/14 17:31:24.9,199,28,1,
78,2018/11/14 17:31:25.0,198,29,1,
79,2018/11/14 17:31:25.1,199,30,1,
80,2018/11/14 17:31:25.2,199,30,1,No data
81,2018/11/14 17:31:25.3,198,29,1,
82,2018/11/14 17:31:25.4,199,28,1,
83,2018/11/14 17:31:25.5,201,29,1,
84,2018/11/14 17:31:25.6,203,32,1,
85,2018/11/14 17:31:25.7,203,30,1,No data
86,2018/11/14 17:31:25.7,201,26,1,
87,2018/11/14 17:31:25.8,199,22,1,
88,2018/11/14 17:31:25.9,198,20,1,
89,2018/11/14 17:31:26.0,200,17,1,
90,2018/11/14 17:31:26.1,204,11,1,No data
91,2018/11/14 17:31:26.2,209,7,1,
92,2018/11/14 17:31:26.3,214,0,1,
93,2018/11/14 17:31:26.4,213,1,1,
94,2018/11/14 17:31:26.5,225,20,1,
95,2018/11/14 17:31:26.6,250,50,1,No data
96,2018/11/14 17:31:26.7,274,80,1,
97,2018/11/14 17:31:26.8,287,90,1,
98,2018/11/14 17:31:26.9,285,90,1,
99,2018/11/14 17:31:27.0,324,67,1,
100,2018/11/14 17:31:27.1,410,36,1,No data
101,2018/11/14 17:31:27.2,476,10,1,
102,2018/11/14 17:31:27.3,492,4,1,
103,2018/11/14 17:31:27.4,482,5,1,
104,2018/11/14 17:31:27.5,493,7,1,
105,2018/11/14 17:31:27.6,506,7,1,No data
106,2018/11/14 17:31:27.8,482,9,1,
107,2018/11/14 17:31:27.9,455,8,1,
108,2018/11/14 17:31:28.0,440,8,1,
109,2018/11/14 17:31:28.1,414,6,1,
110,2018/11/14 17:31:28.2,399,4,1,No data
111,2018/11/14 17:31:28.2,391,11,1,
112,2018/11/14 17:31:28.3,406,19,1,
113,2018/11/14 17:31:28.4,415,19,1,
114,2018/11/14 17:31:28.5,416,20,1,
115,2018/11/14 17:31:28.6,414,20,1,No data
116,2018/11/14 17:31:28.7,408,21,1,
117,2018/11/14 17:31:28.8,402,22,1,
118,2018/11/14 17:31:28.9,400,27,1,
119,2018/11/14 17:31:29.0,399,36,1,
120,2018/11/14 17:31:29.1,396,47,1,No data
121,2018/11/14 17:31:29.3,384,45,1,
122,2018/11/14 17:31:29.4,374,29,1,
123,2018/11/14 17:31:29.5,380,11,1,
124,2018/11/14 17:31:29.6,404,1,1,
125,2018/11/14 17:31:29.7,446,0,1,No data
126,2018/11/14 17:31:29.7,606,6,1,
127,2018/11/14 17:31:29.8,1181,19,1,
128,2018/11/14 17:31:29.9,1181,19,1,
129,2018/11/14 17:31:30.0,552,9,1,
130,2018/11/14 17:31:30.1,440,11,1,No data
131,2018/11/14 17:31:30.2,185,9,1,
132,2018/11/14 17:31:30.3,133,8,1,
133,2018/11/14 17:31:30.4,119,5,1,
134,2018/11/14 17:31:30.5,116,2,1,
135,2018/11/14 17:31:30.6,116,16,1,No data
136,2018/11/14 17:31:30.8,115,27,1,
137,2018/11/14 17:31:30.9,115,33,1,
138,2018/11/14 17:31:31.0,115,30,1,
139,2018/11/14 17:31:31.1,116,26,1,
140,2018/11/14 17:31:31.2,117,21,1,No data
141,2018/11/14 17:31:31.3,94,8,1,
142,2018/11/14 17:31:31.4,94,8,1,
143,2018/11/14 17:31:31.5,195,11,1,
144,2018/11/14 17:31:31.6,289,4,1,
145,2018/11/14 17:31:31.7,394,4,1,No data
146,2018/11/14 17:31:31.7,418,4,1,
147,2018/11/14 17:31:31.8,427,5,1,
148,2018/11/14 17:31:31.9,427,5,1,
149,2018/11/14 17:31:32.0,431,4,1,
150,2018/11/14 17:31:32.1,436,2,1,No data
