Alarm Level :,1000
Storage cycle [sec] :,0.1
Average :,ON
Unit :,ppm-m
Distance [m] :,

No,yyyy/mm/dd hh:mm:ss.s,Intensity,Measured Value,Error,Location
1,2018/11/09 18:22:16.7,35,19,1,
2,2018/11/09 18:22:16.8,35,32,1,
3,2018/11/09 18:22:16.9,39,31,1,
4,2018/11/09 18:22:17.0,43,37,1,
5,2018/11/09 18:22:17.1,44,33,1,No data
6,2018/11/09 18:22:17.2,44,32,1,
7,2018/11/09 18:22:17.3,45,16,1,
8,2018/11/09 18:22:17.4,46,8,1,
9,2018/11/09 18:22:17.5,47,3,1,
10,2018/11/09 18:22:17.6,48,2,1,No data
11,2018/11/09 18:22:17.7,48,3,1,
12,2018/11/09 18:22:17.8,48,13,1,
13,2018/11/09 18:22:17.9,49,14,1,
14,2018/11/09 18:22:18.0,50,21,1,
15,2018/11/09 18:22:18.1,48,23,1,No data
16,2018/11/09 18:22:18.2,45,18,1,
17,2018/11/09 18:22:18.3,45,13,1,
18,2018/11/09 18:22:18.4,46,15,1,
19,2018/11/09 18:22:18.5,45,18,1,
20,2018/11/09 18:22:18.6,41,26,1,No data
21,2018/11/09 18:22:18.7,35,24,1,
22,2018/11/09 18:22:18.8,31,27,1,
23,2018/11/09 18:22:18.9,31,24,1,
24,2018/11/09 18:22:19.0,32,27,1,
25,2018/11/09 18:22:19.1,33,14,1,No data
26,2018/11/09 18:22:19.2,33,11,1,
27,2018/11/09 18:22:19.3,33,2,1,
28,2018/11/09 18:22:19.4,33,5,1,
29,2018/11/09 18:22:19.5,32,2,1,
30,2018/11/09 18:22:19.6,32,8,1,No data
31,2018/11/09 18:22:19.7,34,16,1,
32,2018/11/09 18:22:19.8,37,17,1,
33,2018/11/09 18:22:19.9,40,15,1,
34,2018/11/09 18:22:20.0,41,12,1,
35,2018/11/09 18:22:20.1,41,13,1,No data
36,2018/11/09 18:22:20.2,40,16,1,
37,2018/11/09 18:22:20.3,39,22,1,
38,2018/11/09 18:22:20.4,43,23,1,
39,2018/11/09 18:22:20.5,50,23,1,
40,2018/11/09 18:22:20.6,54,17,1,No data
41,2018/11/09 18:22:20.7,55,15,1,
42,2018/11/09 18:22:20.8,57,6,1,
43,2018/11/09 18:22:20.9,58,4,1,
44,2018/11/09 18:22:21.0,59,3,1,
45,2018/11/09 18:22:21.1,46,12,1,No data
46,2018/11/09 18:22:21.2,31,20,1,
47,2018/11/09 18:22:21.3,17,19,0,
48,2018/11/09 18:22:21.4,21,1,0,
49,2018/11/09 18:22:21.5,22,48,0,
50,2018/11/09 18:22:21.6,27,67,0,No data
51,2018/11/09 18:22:21.7,28,62,0,
