Alarm Level :,1000
Storage cycle [sec] :,0.1
Average :,ON
Unit :,ppm-m
Distance [m] :,

No,yyyy/mm/dd hh:mm:ss.s,Intensity,Measured Value,Error,Location
1,2018/11/14 16:13:29.3,122,5,1,
2,2018/11/14 16:13:29.4,121,9,1,
3,2018/11/14 16:13:29.5,119,11,1,
4,2018/11/14 16:13:29.6,119,8,1,
5,2018/11/14 16:13:29.7,120,6,1,No data
6,2018/11/14 16:13:29.8,120,8,1,
7,2018/11/14 16:13:29.9,119,8,1,
8,2018/11/14 16:13:30.0,118,5,1,
9,2018/11/14 16:13:30.1,119,1,1,
10,2018/11/14 16:13:30.2,120,0,1,No data
11,2018/11/14 16:13:30.3,121,2,1,
12,2018/11/14 16:13:30.4,120,3,1,
13,2018/11/14 16:13:30.5,120,4,1,
14,2018/11/14 16:13:30.6,121,0,1,
15,2018/11/14 16:13:30.7,122,3,1,No data
16,2018/11/14 16:13:30.8,123,5,1,
17,2018/11/14 16:13:30.9,122,7,1,
18,2018/11/14 16:13:31.0,121,8,1,
19,2018/11/14 16:13:31.1,121,8,1,
20,2018/11/14 16:13:31.2,122,4,1,No data
21,2018/11/14 16:13:31.3,121,6,1,
22,2018/11/14 16:13:31.4,120,4,1,
23,2018/11/14 16:13:31.5,119,6,1,
24,2018/11/14 16:13:31.6,120,4,1,
25,2018/11/14 16:13:31.7,121,4,1,No data
26,2018/11/14 16:13:31.9,123,9,1,
27,2018/11/14 16:13:32.0,121,11,1,
28,2018/11/14 16:13:32.1,121,11,1,
29,2018/11/14 16:13:32.2,121,8,1,
30,2018/11/14 16:13:32.3,123,6,1,No data
31,2018/11/14 16:13:32.3,123,9,1,
32,2018/11/14 16:13:32.4,121,11,1,
33,2018/11/14 16:13:32.5,121,11,1,
34,2018/11/14 16:13:32.6,121,8,1,
35,2018/11/14 16:13:32.7,123,6,1,No data
36,2018/11/14 16:13:32.8,123,5,1,
37,2018/11/14 16:13:32.9,122,3,1,
38,2018/11/14 16:13:33.0,121,3,1,
39,2018/11/14 16:13:33.1,121,2,1,
40,2018/11/14 16:13:33.2,122,3,1,No data
41,2018/11/14 16:13:33.4,120,11,1,
42,2018/11/14 16:13:33.5,120,10,1,
43,2018/11/14 16:13:33.6,119,9,1,
44,2018/11/14 16:13:33.7,120,9,1,
45,2018/11/14 16:13:33.8,122,8,1,No data
46,2018/11/14 16:13:33.8,120,11,1,
47,2018/11/14 16:13:33.9,120,10,1,
48,2018/11/14 16:13:34.0,119,9,1,
49,2018/11/14 16:13:34.1,120,9,1,
50,2018/11/14 16:13:34.2,122,8,1,No data
51,2018/11/14 16:13:34.3,122,4,1,
52,2018/11/14 16:13:34.4,121,2,1,
53,2018/11/14 16:13:34.5,120,1,1,
54,2018/11/14 16:13:34.6,120,0,1,
55,2018/11/14 16:13:34.7,121,1,1,No data
56,2018/11/14 16:13:34.9,120,1,1,
57,2018/11/14 16:13:35.0,119,4,1,
58,2018/11/14 16:13:35.1,118,6,1,
59,2018/11/14 16:13:35.2,119,8,1,
60,2018/11/14 16:13:35.3,120,9,1,No data
61,2018/11/14 16:13:35.3,120,1,1,
62,2018/11/14 16:13:35.4,119,4,1,
63,2018/11/14 16:13:35.5,118,6,1,
64,2018/11/14 16:13:35.6,119,8,1,
65,2018/11/14 16:13:35.7,120,9,1,No data
66,2018/11/14 16:13:35.9,120,3,1,
67,2018/11/14 16:13:36.0,119,6,1,
68,2018/11/14 16:13:36.1,119,8,1,
69,2018/11/14 16:13:36.2,120,9,1,
70,2018/11/14 16:13:36.3,121,6,1,No data
71,2018/11/14 16:13:36.4,121,2,1,
72,2018/11/14 16:13:36.5,120,0,1,
73,2018/11/14 16:13:36.6,119,1,1,
74,2018/11/14 16:13:36.7,119,4,1,
75,2018/11/14 16:13:36.8,120,2,1,No data
76,2018/11/14 16:13:36.9,121,0,1,
77,2018/11/14 16:13:37.0,120,4,1,
78,2018/11/14 16:13:37.1,120,7,1,
79,2018/11/14 16:13:37.2,120,8,1,
80,2018/11/14 16:13:37.3,121,7,1,No data
81,2018/11/14 16:13:37.4,121,4,1,
82,2018/11/14 16:13:37.5,120,5,1,
83,2018/11/14 16:13:37.6,119,4,1,
84,2018/11/14 16:13:37.7,119,3,1,
85,2018/11/14 16:13:37.8,120,3,1,No data
86,2018/11/14 16:13:37.9,114,7,1,
87,2018/11/14 16:13:38.0,97,12,1,
88,2018/11/14 16:13:38.1,111,11,1,
89,2018/11/14 16:13:38.2,152,6,1,
90,2018/11/14 16:13:38.3,211,2,1,No data
91,2018/11/14 16:13:38.4,238,1,1,
92,2018/11/14 16:13:38.5,241,3,1,
93,2018/11/14 16:13:38.6,235,3,1,
94,2018/11/14 16:13:38.7,232,2,1,
95,2018/11/14 16:13:38.8,232,2,1,No data
96,2018/11/14 16:13:38.9,232,6,1,
97,2018/11/14 16:13:39.0,231,9,1,
98,2018/11/14 16:13:39.1,226,11,1,
99,2018/11/14 16:13:39.2,223,10,1,
100,2018/11/14 16:13:39.3,220,8,1,No data
101,2018/11/14 16:13:39.4,219,4,1,
102,2018/11/14 16:13:39.5,219,4,1,
103,2018/11/14 16:13:39.6,221,4,1,
104,2018/11/14 16:13:39.7,224,4,1,
105,2018/11/14 16:13:39.8,230,2,1,No data
106,2018/11/14 16:13:39.9,261,0,1,
107,2018/11/14 16:13:40.0,317,4,1,
108,2018/11/14 16:13:40.1,386,8,1,
109,2018/11/14 16:13:40.2,416,11,1,
110,2018/11/14 16:13:40.3,432,9,1,No data
111,2018/11/14 16:13:40.4,437,3,1,
112,2018/11/14 16:13:40.5,453,4,1,
113,2018/11/14 16:13:40.6,460,8,1,
114,2018/11/14 16:13:40.7,464,11,1,
115,2018/11/14 16:13:40.8,467,11,1,No data
116,2018/11/14 16:13:40.9,473,2,1,
117,2018/11/14 16:13:41.0,464,13,1,
118,2018/11/14 16:13:41.1,438,15,1,
119,2018/11/14 16:13:41.2,453,4,1,
120,2018/11/14 16:13:41.3,516,1,1,No data
121,2018/11/14 16:13:41.4,587,1,1,
122,2018/11/14 16:13:41.5,600,0,1,
123,2018/11/14 16:13:41.6,565,3,1,
124,2018/11/14 16:13:41.7,540,13,1,
125,2018/11/14 16:13:41.8,537,16,1,No data
