Alarm Level :,1000
Storage cycle [sec] :,0.1
Average :,ON
Unit :,ppm-m
Distance [m] :,

No,yyyy/mm/dd hh:mm:ss.s,Intensity,Measured Value,Error,Location
1,2018/11/14 18:03:19.4,112,3,1,
2,2018/11/14 18:03:19.5,110,2,1,
3,2018/11/14 18:03:19.6,110,3,1,
4,2018/11/14 18:03:19.7,111,4,1,
5,2018/11/14 18:03:19.8,113,4,1,No data
6,2018/11/14 18:03:19.9,113,3,1,
7,2018/11/14 18:03:20.0,112,5,1,
8,2018/11/14 18:03:20.1,111,9,1,
9,2018/11/14 18:03:20.2,113,9,1,
10,2018/11/14 18:03:20.3,114,10,1,No data
11,2018/11/14 18:03:20.4,114,8,1,
12,2018/11/14 18:03:20.5,112,8,1,
13,2018/11/14 18:03:20.6,112,9,1,
14,2018/11/14 18:03:20.7,113,12,1,
15,2018/11/14 18:03:20.8,114,13,1,No data
16,2018/11/14 18:03:20.8,114,12,1,
17,2018/11/14 18:03:20.9,113,12,1,
18,2018/11/14 18:03:21.0,112,9,1,
19,2018/11/14 18:03:21.1,113,7,1,
20,2018/11/14 18:03:21.2,114,3,1,No data
21,2018/11/14 18:03:21.3,115,3,1,
22,2018/11/14 18:03:21.4,113,5,1,
23,2018/11/14 18:03:21.5,112,7,1,
24,2018/11/14 18:03:21.6,113,5,1,
25,2018/11/14 18:03:21.7,114,4,1,No data
26,2018/11/14 18:03:21.9,115,5,1,
27,2018/11/14 18:03:22.0,113,7,1,
28,2018/11/14 18:03:22.1,112,7,1,
29,2018/11/14 18:03:22.2,112,5,1,
30,2018/11/14 18:03:22.3,114,2,1,No data
31,2018/11/14 18:03:22.3,114,1,1,
32,2018/11/14 18:03:22.4,113,1,1,
33,2018/11/14 18:03:22.5,112,1,1,
34,2018/11/14 18:03:22.6,113,3,1,
35,2018/11/14 18:03:22.7,115,2,1,No data
36,2018/11/14 18:03:22.8,115,4,1,
37,2018/11/14 18:03:22.9,113,6,1,
38,2018/11/14 18:03:23.0,111,8,1,
39,2018/11/14 18:03:23.1,97,7,1,
40,2018/11/14 18:03:23.2,75,7,1,No data
41,2018/11/14 18:03:23.4,72,7,1,
42,2018/11/14 18:03:23.5,85,10,1,
43,2018/11/14 18:03:23.6,109,8,1,
44,2018/11/14 18:03:23.7,119,7,1,
45,2018/11/14 18:03:23.8,124,6,1,No data
46,2018/11/14 18:03:23.8,127,4,1,
47,2018/11/14 18:03:23.9,129,4,1,
48,2018/11/14 18:03:24.0,132,12,1,
49,2018/11/14 18:03:24.1,135,16,1,
50,2018/11/14 18:03:24.2,135,12,1,No data
51,2018/11/14 18:03:24.3,133,9,1,
52,2018/11/14 18:03:24.4,131,6,1,
53,2018/11/14 18:03:24.5,130,1,1,
54,2018/11/14 18:03:24.6,134,4,1,
55,2018/11/14 18:03:24.7,138,9,1,No data
56,2018/11/14 18:03:24.8,137,9,1,
57,2018/11/14 18:03:24.9,130,10,1,
58,2018/11/14 18:03:25.0,146,17,1,
59,2018/11/14 18:03:25.1,172,28,1,
60,2018/11/14 18:03:25.2,208,40,1,No data
61,2018/11/14 18:03:25.4,227,46,1,
62,2018/11/14 18:03:25.5,240,49,1,
63,2018/11/14 18:03:25.6,247,51,1,
64,2018/11/14 18:03:25.7,249,48,1,
65,2018/11/14 18:03:25.8,250,42,1,No data
66,2018/11/14 18:03:25.8,250,40,1,
67,2018/11/14 18:03:25.9,248,39,1,
68,2018/11/14 18:03:26.0,252,37,1,
69,2018/11/14 18:03:26.1,288,34,1,
70,2018/11/14 18:03:26.2,350,30,1,No data
71,2018/11/14 18:03:26.3,426,20,1,
72,2018/11/14 18:03:26.4,475,15,1,
73,2018/11/14 18:03:26.5,516,14,1,
74,2018/11/14 18:03:26.6,558,14,1,
75,2018/11/14 18:03:26.7,597,5,1,No data
76,2018/11/14 18:03:26.8,625,2,1,
77,2018/11/14 18:03:26.9,637,2,1,
78,2018/11/14 18:03:27.0,651,8,1,
79,2018/11/14 18:03:27.1,644,7,1,
80,2018/11/14 18:03:27.2,567,4,1,No data
81,2018/11/14 18:03:27.4,445,0,1,
82,2018/11/14 18:03:27.5,326,3,1,
83,2018/11/14 18:03:27.6,262,2,1,
84,2018/11/14 18:03:27.7,284,1,1,
85,2018/11/14 18:03:27.8,367,6,1,No data
86,2018/11/14 18:03:27.8,460,6,1,
87,2018/11/14 18:03:27.9,507,9,1,
88,2018/11/14 18:03:28.0,508,5,1,
89,2018/11/14 18:03:28.1,498,6,1,
90,2018/11/14 18:03:28.2,492,5,1,No data
91,2018/11/14 18:03:28.3,477,2,1,
92,2018/11/14 18:03:28.4,471,2,1,
93,2018/11/14 18:03:28.5,469,6,1,
94,2018/11/14 18:03:28.6,446,4,1,
95,2018/11/14 18:03:28.7,450,11,1,No data
96,2018/11/14 18:03:28.9,492,27,1,
97,2018/11/14 18:03:29.0,571,46,1,
98,2018/11/14 18:03:29.1,628,54,1,
99,2018/11/14 18:03:29.2,647,50,1,
100,2018/11/14 18:03:29.3,656,43,1,No data
101,2018/11/14 18:03:29.4,659,30,1,
102,2018/11/14 18:03:29.5,659,19,1,
103,2018/11/14 18:03:29.6,661,10,1,
104,2018/11/14 18:03:29.7,667,4,1,
105,2018/11/14 18:03:29.8,673,0,1,No data
106,2018/11/14 18:03:29.8,686,6,1,
107,2018/11/14 18:03:29.9,725,2,1,
108,2018/11/14 18:03:30.0,768,3,1,
109,2018/11/14 18:03:30.1,766,16,1,
110,2018/11/14 18:03:30.2,700,21,1,No data
111,2018/11/14 18:03:30.4,608,27,1,
112,2018/11/14 18:03:30.5,545,25,1,
113,2018/11/14 18:03:30.6,516,17,1,
114,2018/11/14 18:03:30.7,506,0,1,
115,2018/11/14 18:03:30.8,501,15,1,No data
116,2018/11/14 18:03:30.9,498,24,1,
117,2018/11/14 18:03:31.0,497,16,1,
118,2018/11/14 18:03:31.1,497,2,1,
119,2018/11/14 18:03:31.2,493,18,1,
120,2018/11/14 18:03:31.3,487,32,1,No data
121,2018/11/14 18:03:31.4,533,38,1,
122,2018/11/14 18:03:31.5,602,28,1,
123,2018/11/14 18:03:31.6,691,15,1,
124,2018/11/14 18:03:31.7,635,4,1,
125,2018/11/14 18:03:31.8,552,17,1,No data
126,2018/11/14 18:03:31.9,453,51,1,
127,2018/11/14 18:03:32.0,446,88,1,
128,2018/11/14 18:03:32.1,448,104,1,
129,2018/11/14 18:03:32.2,450,107,1,
130,2018/11/14 18:03:32.3,453,107,1,No data
131,2018/11/14 18:03:32.4,453,110,1,
132,2018/11/14 18:03:32.5,451,114,1,
133,2018/11/14 18:03:32.6,449,117,1,
134,2018/11/14 18:03:32.7,449,117,1,
135,2018/11/14 18:03:32.8,450,112,1,No data
136,2018/11/14 18:03:32.9,432,95,1,
137,2018/11/14 18:03:33.0,458,68,1,
138,2018/11/14 18:03:33.1,462,40,1,
139,2018/11/14 18:03:33.2,486,19,1,
140,2018/11/14 18:03:33.3,469,3,1,No data
141,2018/11/14 18:03:33.3,504,8,1,
142,2018/11/14 18:03:33.4,551,21,1,
143,2018/11/14 18:03:33.5,601,30,1,
144,2018/11/14 18:03:33.6,626,41,1,
145,2018/11/14 18:03:33.7,638,45,1,No data
146,2018/11/14 18:03:33.8,642,43,1,
147,2018/11/14 18:03:33.9,642,42,1,
148,2018/11/14 18:03:34.0,643,41,1,
149,2018/11/14 18:03:34.1,645,40,1,
150,2018/11/14 18:03:34.2,647,39,1,No data
151,2018/11/14 18:03:34.3,647,39,1,
152,2018/11/14 18:03:34.4,635,43,1,
153,2018/11/14 18:03:34.5,602,31,1,
154,2018/11/14 18:03:34.6,535,16,1,
155,2018/11/14 18:03:34.7,472,1,1,No data
156,2018/11/14 18:03:34.8,428,0,1,
157,2018/11/14 18:03:34.9,421,2,1,
158,2018/11/14 18:03:35.0,421,6,1,
159,2018/11/14 18:03:35.1,434,44,1,
160,2018/11/14 18:03:35.2,446,90,1,No data
161,2018/11/14 18:03:35.3,461,140,1,
162,2018/11/14 18:03:35.4,466,158,1,
163,2018/11/14 18:03:35.5,470,169,1,
164,2018/11/14 18:03:35.6,474,175,1,
165,2018/11/14 18:03:35.7,477,178,1,No data
166,2018/11/14 18:03:35.9,479,180,1,
167,2018/11/14 18:03:36.0,480,181,1,
168,2018/11/14 18:03:36.1,479,180,1,
169,2018/11/14 18:03:36.2,480,145,1,
170,2018/11/14 18:03:36.3,488,94,1,No data
171,2018/11/14 18:03:36.3,478,40,1,
172,2018/11/14 18:03:36.4,459,16,1,
173,2018/11/14 18:03:36.5,453,6,1,
174,2018/11/14 18:03:36.6,446,0,1,
175,2018/11/14 18:03:36.7,440,0,1,No data
176,2018/11/14 18:03:36.8,408,0,1,
177,2018/11/14 18:03:36.9,394,7,1,
178,2018/11/14 18:03:37.0,388,14,1,
179,2018/11/14 18:03:37.1,387,29,1,
180,2018/11/14 18:03:37.2,385,40,1,No data
181,2018/11/14 18:03:37.3,382,53,1,
182,2018/11/14 18:03:37.4,378,58,1,
183,2018/11/14 18:03:37.5,376,61,1,
184,2018/11/14 18:03:37.6,373,60,1,
185,2018/11/14 18:03:37.7,370,59,1,No data
186,2018/11/14 18:03:37.9,365,51,1,
187,2018/11/14 18:03:38.0,359,36,1,
188,2018/11/14 18:03:38.1,361,18,1,
189,2018/11/14 18:03:38.2,359,0,1,
190,2018/11/14 18:03:38.3,366,3,1,No data
191,2018/11/14 18:03:38.3,370,4,1,
192,2018/11/14 18:03:38.4,386,1,1,
193,2018/11/14 18:03:38.5,398,3,1,
194,2018/11/14 18:03:38.6,406,3,1,
195,2018/11/14 18:03:38.7,404,3,1,No data
196,2018/11/14 18:03:38.9,404,5,1,
197,2018/11/14 18:03:39.0,404,12,1,
198,2018/11/14 18:03:39.1,408,31,1,
199,2018/11/14 18:03:39.2,406,55,1,
200,2018/11/14 18:03:39.3,405,75,1,No data
201,2018/11/14 18:03:39.4,405,87,1,
202,2018/11/14 18:03:39.5,405,90,1,
203,2018/11/14 18:03:39.6,406,91,1,
204,2018/11/14 18:03:39.7,408,90,1,
205,2018/11/14 18:03:39.8,410,90,1,No data
206,2018/11/14 18:03:39.8,409,89,1,
207,2018/11/14 18:03:39.9,408,89,1,
208,2018/11/14 18:03:40.0,405,76,1,
209,2018/11/14 18:03:40.1,405,48,1,
210,2018/11/14 18:03:40.2,408,20,1,No data
211,2018/11/14 18:03:40.3,414,2,1,
212,2018/11/14 18:03:40.4,416,5,1,
213,2018/11/14 18:03:40.5,416,13,1,
214,2018/11/14 18:03:40.6,422,12,1,
215,2018/11/14 18:03:40.7,427,8,1,No data
216,2018/11/14 18:03:40.8,426,5,1,
217,2018/11/14 18:03:40.9,431,13,1,
218,2018/11/14 18:03:41.0,445,21,1,
219,2018/11/14 18:03:41.1,467,27,1,
220,2018/11/14 18:03:41.2,478,29,1,No data
221,2018/11/14 18:03:41.3,480,29,1,
222,2018/11/14 18:03:41.4,480,27,1,
223,2018/11/14 18:03:41.5,480,26,1,
224,2018/11/14 18:03:41.6,482,25,1,
225,2018/11/14 18:03:41.7,483,25,1,No data
226,2018/11/14 18:03:41.8,482,25,1,
227,2018/11/14 18:03:41.9,481,25,1,
228,2018/11/14 18:03:42.0,477,24,1,
229,2018/11/14 18:03:42.1,473,17,1,
230,2018/11/14 18:03:42.2,465,10,1,No data
231,2018/11/14 18:03:42.3,447,2,1,
232,2018/11/14 18:03:42.4,423,1,1,
233,2018/11/14 18:03:42.5,399,3,1,
234,2018/11/14 18:03:42.6,388,15,1,
235,2018/11/14 18:03:42.7,377,14,1,No data
236,2018/11/14 18:03:42.8,382,17,1,
237,2018/11/14 18:03:42.9,397,16,1,
238,2018/11/14 18:03:43.0,424,18,1,
239,2018/11/14 18:03:43.1,437,14,1,
240,2018/11/14 18:03:43.2,443,9,1,No data
241,2018/11/14 18:03:43.4,443,6,1,
242,2018/11/14 18:03:43.5,442,6,1,
243,2018/11/14 18:03:43.6,442,6,1,
244,2018/11/14 18:03:43.7,442,7,1,
245,2018/11/14 18:03:43.8,443,6,1,No data
246,2018/11/14 18:03:43.8,442,6,1,
247,2018/11/14 18:03:43.9,437,10,1,
248,2018/11/14 18:03:44.0,426,10,1,
249,2018/11/14 18:03:44.1,420,5,1,
250,2018/11/14 18:03:44.2,417,7,1,No data
251,2018/11/14 18:03:44.4,424,3,1,
252,2018/11/14 18:03:44.5,426,5,1,
253,2018/11/14 18:03:44.6,434,8,1,
254,2018/11/14 18:03:44.7,430,24,1,
255,2018/11/14 18:03:44.8,424,48,1,No data
256,2018/11/14 18:03:44.8,411,66,1,
257,2018/11/14 18:03:44.9,405,72,1,
258,2018/11/14 18:03:45.0,402,75,1,
259,2018/11/14 18:03:45.1,401,76,1,
260,2018/11/14 18:03:45.2,401,75,1,No data
261,2018/11/14 18:03:45.3,400,75,1,
262,2018/11/14 18:03:45.4,399,75,1,
263,2018/11/14 18:03:45.5,400,77,1,
264,2018/11/14 18:03:45.6,408,68,1,
265,2018/11/14 18:03:45.7,419,47,1,No data
266,2018/11/14 18:03:45.8,439,25,1,
267,2018/11/14 18:03:45.9,461,15,1,
268,2018/11/14 18:03:46.0,487,8,1,
269,2018/11/14 18:03:46.1,500,4,1,
270,2018/11/14 18:03:46.2,492,29,1,No data
271,2018/11/14 18:03:46.4,472,54,1,
272,2018/11/14 18:03:46.5,453,79,1,
273,2018/11/14 18:03:46.6,447,93,1,
274,2018/11/14 18:03:46.7,446,99,1,
275,2018/11/14 18:03:46.8,446,102,1,No data
276,2018/11/14 18:03:46.9,444,106,1,
277,2018/11/14 18:03:47.0,443,107,1,
278,2018/11/14 18:03:47.1,444,107,1,
279,2018/11/14 18:03:47.2,446,106,1,
280,2018/11/14 18:03:47.3,431,96,1,No data
281,2018/11/14 18:03:47.4,456,73,1,
282,2018/11/14 18:03:47.5,518,40,1,
283,2018/11/14 18:03:47.6,610,16,1,
284,2018/11/14 18:03:47.7,663,8,1,
285,2018/11/14 18:03:47.8,649,15,1,No data
286,2018/11/14 18:03:47.9,590,24,1,
287,2018/11/14 18:03:48.0,519,30,1,
288,2018/11/14 18:03:48.1,475,29,1,
289,2018/11/14 18:03:48.2,463,28,1,
290,2018/11/14 18:03:48.3,462,28,1,No data
